web-scraper-order,web-scraper-start-url,Product,Product-href,Name,price,Rating,Review,Description,ASIN,Product Description,Manufracturer
1692629977-70,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),https://www.amazon.in/Wildcraft-Polyester-Black-Laptop-8903338054290/dp/B012D4QKHW/ref=sr_1_241?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-241,Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),"1,640",686 ratings,4.3 out of 5 stars,Capacity: 20 ltrs; Weight: 0.35 kgs; Dimensions: 12.7 cms x 30.48 cms x 44.45 cms (LxWxH),Wildcraft,"This triple compartment laptop backpack is fitted with a padded sleeve for a laptop screen upto 15.4"" along with an internal organiser. With quick access pockets designed for your essentials such as keys and other accessories, this backpack also has a side mesh for a water bottle. This backpack has a Ventex back system that allows ventilation. The well cushioned back enhances support and comfort, making this bag perfect for around 2 days of travel.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 23 July 2015"
1692629985-71,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"DIVULGE Multi Utility Drawstring Bag (Black , 16 L)",https://www.amazon.in/DIVULGE-Drawstring-Bag-Sports-Utility/dp/B07PXTDBH4/ref=sr_1_240?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-240,"DIVULGE Multi Utility Drawstring Bag (Black , 16 L)",145,"1,158 ratings",4.0 out of 5 stars,Storage capacity up-to 16 litres.; Dimensions: Width - 12 inches & Height - 18 inches. <br>,B07PXTDBH4,"Divulge drawstring backpack is a 16 Litres - sports & multi utility backpack made out of high-performance coated polyester fabric which makes the backpack sturdy, durable and highly water resistant.The gussets on the either sides of the backpack expands and provides a roomy space when filled with stuff. Provided with stretchable Strings for Main Closure, makes it easy and quick to store the things. As its a collapsible bag you can fold it into a small size and keep it in a pocket. This backpack is perfect pick for all purposes, be it for your day trips, tuition classes, Gyming, yoga, Swimming, cycling and other sport sessions.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 DIVULGE"
1692629993-72,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4KWQ6/ref=sr_1_239?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-239,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",399,115 ratings,4.2 out of 5 stars,"MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex",B0C2D4KWQ6,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ‎Tabelito Trade India"
1692629998-73,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women,https://www.amazon.in/bg1905-Capacity-Laptop-Travelling-Backpack/dp/B082MKHDJ1/ref=sr_1_238?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-238,TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women,"2,799",96 ratings,4.1 out of 5 stars,Water resistance material protecting your electronic devices.<br><br><br> <br>,BG1905,,"ASIN
                                    ‏
                                        :
                                    ‎
                                 B082MKHDJ1"
1692630003-74,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Aurion Vista Polyester Sports Gym Duffle Bag with Wet Pocket and Shoe Compartment - 1Pc (Blue, 24 Cms) | Lightweight Duffle Bags | Travel Duffel Backpack for Men and Women | Camping | Swimming | Yoga",https://www.amazon.in/Shoulder-Lightweight-Duffle-Weekend-Blue-Orange/dp/B09139DYF1/ref=sr_1_237?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-237,"Aurion Vista Polyester Sports Gym Duffle Bag with Wet Pocket and Shoe Compartment - 1Pc (Blue, 24 Cms) | Lightweight Duffle Bags | Travel Duffel Backpack for Men and Women | Camping | Swimming | Yoga",349,"1,098 ratings",4.0 out of 5 stars,"Lightweight & Waterproof: Our duffle bags are made with Polyester Fabric. They are soft, washable, waterproof, wrinkle-free, and wear-resistant. The waterproof exterior keeps your clothes and items dry; it can be used both indoors and outdoors. Duffel bag with handles, and removable shoulder strap with adjustable buckle.",B09139DYF1,"Our gym bag has a 20-35L space to hold your gym essentials. The travel bag has one front pocket store your wallet or phone. Size: 19.4""x9.8""x9.8"".","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 FIVE K GROUP"
1692630008-75,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"House of Quirk Flamingo Makeup Bag Set for Women Portable 3 Different Sizes Toiletry Bag for Travel Daily Use for Women Girl (Flamingo Dark Blue, Set of 3)",https://www.amazon.in/House-Quirk-Flamingo-Portable-Different/dp/B09WJ1N2F2/ref=sr_1_234?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-234,"House of Quirk Flamingo Makeup Bag Set for Women Portable 3 Different Sizes Toiletry Bag for Travel Daily Use for Women Girl (Flamingo Dark Blue, Set of 3)",389,84 ratings,4.1 out of 5 stars,"Waterproof, Durable and Portable: This 3-in-1 toiletry bag set is waterproof and the surfaces can keep items free from moisture and dirt. It adopts the luxurious upgraded zipper system which is more durable for daily use. <br>",B09WJ1N2F2,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 House of Quirk"
1692630013-76,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Climber 35L Water Resistant Office Laptop Bag/Backpack for Men/Women(Black),https://www.amazon.in/Gear-Black-Laptop-Backpack-BUSCLIMBR0109/dp/B015C73FCA/ref=sr_1_233?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-233,Gear Climber 35L Water Resistant Office Laptop Bag/Backpack for Men/Women(Black),"1,099",358 ratings,4.0 out of 5 stars,Capacity: 35 ltrs; Weight: 00.584 kgs; Dimensions: 52 inches x 33 inches x 33 inches (L x W x H),B015C73FCA,"Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality. Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise PVT LTD"
1692630018-77,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"STRAUSS Yoga Mat Bag Cover with Shoulder Strap with Pocket for Men & Women, Drawstring and Full Zip,(Multicolor)",https://www.amazon.in/STRAUSS-Jute-Yoga-Shoulder-Strap/dp/B0BBWM221J/ref=sr_1_232?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-232,"STRAUSS Yoga Mat Bag Cover with Shoulder Strap with Pocket for Men & Women, Drawstring and Full Zip,(Multicolor)",249,760 ratings,3.6 out of 5 stars,"This bag can accommodate, Bigger Mat, Yoga Blocks, Blanket, Eye Pillow, Yoga Strap and your personal belonging like purse, Mobile, key's.",,,
1692630022-78,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Genie Royale Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour",https://www.amazon.in/Genie-compartments-Resistant-Lightweight-Travelling/dp/B0C85YB2S3/ref=sr_1_231?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-231,"Genie Royale Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour","1,004",4 ratings,3.8 out of 5 stars,"Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load even after keeping the laptop inside.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!",B0C85YB2S3,"How do you describe a Perfect Backpack? Spacious enough to carry a lot of stuff, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Royale School Bag.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari"
1692630028-79,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Kuber Industries Toiletry Travel Bags Shaving Kit/Pouch/Bag for Men and Women with 2 Main Compartment (Wine)-KUBMART11928,https://www.amazon.in/Kuber-Industries-Toiletry-Compartment-KUBMART11928/dp/B08Q91ZY29/ref=sr_1_230?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-230,Kuber Industries Toiletry Travel Bags Shaving Kit/Pouch/Bag for Men and Women with 2 Main Compartment (Wine)-KUBMART11928,198,498 ratings,4.0 out of 5 stars,PRODUCT DIMENSION: 19 X 9 X 13 CM,,"Kuber Industries Canvas toiletry bag (Wine): Giving you the perfect companion for all your travels with Kuber Industries Canvas toiletry bag that is versatile and functional. Simple contemporary design that can be used for storing gadgets, toiletries, fashion accessories etc. that keeps you organized with style. Handy and functional: Made from durable material this bag offers you functionality and durability for carrying your essentials while travelling. Slim, foldable and lightweight this bag gives you an organized and a convenient carry on. Ultimate travel buddy: Equipped with zipper for closure and inner pockets for compartments with a contemporary design versatile for all kinds of travels for both men and women. Convenience with style: Without compromising your style this bag gives you convenience with functionality that you can use for carrying any essentials without any hassle.",
1692630033-80,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QC43BB/ref=sr_1_229?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-229,Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),"1,439","4,221 ratings",4.5 out of 5 stars,"USB Charge External USB port with built-in charging cable offers a convenient charging of your electronic device anywhere, and this bag do not include a battery, you need a power bank to charge it",B089QC43BB,"Introducing Slope Anti-Theft backpack to secure your essentials. A Multi-functional Laptop bag that has feature-rich updates like Anti-theft, mobile charging port, and a new tech-inspired design making it a prefect bag for laptop to organize your electronics and simplify your life on-the-go..","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Arctic Fox"
1692630039-81,https://www.amazon.in/s?k=bags&page=15&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"BEAUTY GIRLS By HOTSHOT Girls School Bag (15ltr , Navy Blue, 1565)",https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT-School-1565/dp/B0BFXCHQZ5/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1692629950&sprefix=ba%2Caps%2C283&sr=8-228,"BEAUTY GIRLS By HOTSHOT Girls School Bag (15ltr , Navy Blue, 1565)",549,298 ratings,3.7 out of 5 stars,ADJUSTABLE & PADDED STRAP:- 15 cm Padded & Adjustable Shoulder Handle strap For Comfortable & Effortless Carry <br>,B0BFXCHQZ5,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SHRI SALASAR ENTERPRISES"
